source,source_id,title,summary,s_category,provider,region,target_group,target_tags,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
biz,PBLN_000000000124553,2026년 협업지능 피지컬AI 기반 SW플랫폼 연구개발 생태계 조성 사업 공고,"2026년도「협업지능 피지컬AI 기반 SW플랫폼 연구개발 생태계 조성」사업 신규 연구개발과제 공모 및 선정계획을 다음과 같이 공고합니다.
☞ 연구개발 참여를 원하는 관련분야 산ㆍ학ㆍ연구계 기업ㆍ기관 등
☞ 피지컬AI 기술주권 확보를 위한 협업지능 피지컬 AI 핵심기술 개발 및 확산, 핵심 연구인프라 구축 및 연구 클러스터化 추진 지원
※ 자세한 지원내용 공고문 참조",기술,정보통신산업진흥원,전국,중소기업,중소기업,,,,,,,공동기술개발,2026-06-26,2026-07-28,,온라인 접수(범부처통합연구지원시스템),온라인 접수(범부처통합연구지원시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124553,main,primary,2026년협업지능피지컬ai기반sw플랫폼연구개발생태계조성사업공고,정보통신산업진흥원,2026-06-26~2026-07-28,기술,공동기술개발
biz,PBLN_000000000124552,2026년 2차 세종 스타트업 혁신제품 선(先)보급 지원사업 참여 스타트업 모집 공고(제품상용화 지원사업),"세종창조경제혁신센터는 지속ㆍ자립 가능한 스타트업 육성에 최선을 다하고 있습니다. 이를 위해「2026년도 스타트업 혁신제품 선(先) 보급 지원사업 2차」참여 기업모집을 다음과 같이 공고하오니 지역 스타트업의 많은 참여 바랍니다.
☞ 세종특별자치시에 본사가 소재한 스타트업(업력7년 이내)
※ 사업비 지급 전 관내 본사 및 연구소 이전 등록 가능기업 지원 가능
- 양산 및 시장 출시에 필요한 요건을 충족(시험성적, 공인인증 등 제품성능에 대한 안전성, 성능에 대한 유효성 검증 확보 기업)하여 선정 후 시장진출이 즉시 가능한 스타트업
- 관내 기관, 기업 관련 등 선보급 가능 스타트업
※ 필요시(선정기업의 매출ㆍ고용ㆍ성과 제고 등) 관외 가능
☞ 선정기업 혁신제품(제품+서비스)의 설치ㆍ구축 등 비용, 센터 네트워크를 활용한 설치 희망기관(잠재고객) 매칭 지원(기업당 금1,000만원 내외)",창업,세종창조경제혁신센터,세종특별자치시,창업벤처,"스타트업,초기창업기업",,,,,,,사업화지원,2026-07-20,2026-08-17,,이메일 접수 (sejong-startup@ccei.kr),이메일 접수 (sejong-startup@ccei.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124552,main,primary,2026년2차세종스타트업혁신제품선先보급지원사업참여스타트업모집공고제품상용화지원사업,세종창조경제혁신센터,2026-07-20~2026-08-17,창업,사업화지원
biz,PBLN_000000000124551,2026년 라이브커머스 제작ㆍ운영 지원사업 참여기업 모집 공고,"소상공인의 온라인시장 진출 및 판로 지원을 위한 「2026년 라이브커머스 제작ㆍ운영지원 사업」을 다음과 같이 공고하오니, 많은 참여를 바랍니다.
☞ 소상공인
☞ 플랫폼과 협업하여 소상공인 상품 실시간 라이브커머스 방송 제작 및 송출, 판매 전 과정 지원
- (방송 기획) 라이브커머스 방송 프로그램 기획(쇼호스트 섭외 등)
- (방송 송출) 라이브커머스 방송 송출 및 판매(방송제작, 촬영 등)
- (연계 지원) 라이브 방송(상품) 기획전, 숏폼 등 연계 지원",판로/수출,한국중소벤처기업유통원,전국,소상공인,소상공인,,,,,,,온라인,모집 완료시,,,온라인 접수 (판판대로),온라인 접수 (판판대로),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124551,main,primary,2026년라이브커머스제작ㆍ운영지원사업참여기업모집공고,한국중소벤처기업유통원,모집 완료시~,내수,온라인
biz,PBLN_000000000124550,[충북] 옥천군 2026년 2차 중소기업 경쟁력 강화사업 기업지원사업(비R&D) 통합 공고,"「옥천군 중소기업 경쟁력 강화사업」을 통하여 옥천군의 제조기업의 애로해결 및 경쟁력 강화를 위한 기업지원사업을 아래와 같이 공고하오니 기업들의 많은 참여 바랍니다.
☞ 옥천군 제조기업(옥천관내 공장등록이 된 제조기업)
- 기계부품(농기계, 자동차(수송기계), 금속기계, 기타 기계장비 등)
- 의료기기(의료기기 제조기업)
- 식품가공(식료품, 음료 등)
- 그 외 기타 제조기업
☞ 기술ㆍ공정 고도화, 제품ㆍ품질 경쟁력 강화, 마케팅 등 지원
- 비 R&D : 생산공정혁신, 인증 및 컨설팅, 전시회참가, 온라인 마케팅, 오프라인 마케팅
- 중동사태피해기업지원 : 수출물류비 지원",기술,충북테크노파크,충청북도,중소기업,중소기업,,,,,,,기술사업화/이전/지도,2026-08-10,2026-08-13,,"온라인 접수 및 원본 서류 제출
- 온라인 : 충북테크노파크 컨택센터
- 접수처 : (29055) 충북 옥천군 옥천읍 의료단지길 60, 옥천전략산업클러스터센터 1층 센터사무실
※ 자세한 신청방법 공고문 참조","온라인 접수 및 원본 서류 제출
- 온라인 : 충북테크노파크 컨택센터
- 접수처 : (29055) 충북 옥천군 옥천읍 의료단지길 60, 옥천전략산업클러스터센터 1층 센터사무실
※ 자세한 신청방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124550,main,primary,충북옥천군2026년2차중소기업경쟁력강화사업기업지원사업비rd통합공고,충북테크노파크,2026-08-10~2026-08-13,기술,기술사업화/이전/지도
biz,PBLN_000000000124549,2026년 3차 소상공인 온라인쇼핑몰 판매지원(온라인쇼핑몰ㆍ로컬상품관) 참여기업 모집 공고,"소상공인의 온라인시장 진출 및 판로 지원을 위한 「2026년 소상공인 온라인쇼핑몰 판매지원사업」 참여기업 3차 모집을 다음과 같이 공고하오니, 많은 참여를 바랍니다.
☞ 「소상공인기본법」 제2조에 따른 소상공인
☞ 온라인쇼핑몰 판매, 로컬상품관 입점 지원
- 온라인쇼핑몰 판매 : 온라인 플랫폼 내 단독딜 및 소상공인 전용 기획전 노출 지원
- 로컬상품관 입점지원 : 지방정부 지역몰 내 로컬상품관 개설 및 상품 판매ㆍ마케팅 지원",판로/수출,한국중소벤처기업유통원,전국,소상공인,소상공인,,,,,,,온라인,2026-07-20,2026-08-24,,온라인 접수 (판판대로),온라인 접수 (판판대로),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124549,main,primary,2026년3차소상공인온라인쇼핑몰판매지원온라인쇼핑몰ㆍ로컬상품관참여기업모집공고,한국중소벤처기업유통원,2026-07-20~2026-08-24,내수,온라인
biz,PBLN_000000000124548,2026년 양자정보과학 인적기반조성사업 리더급 연구역량강화(전략기술형) 신규과제 공고,"과학기술정보통신부에서는 양자정보과학 선도국과의 국제공동연구를 통한 과학기술 경쟁력 강화를 위해 전략기술형 2026년도 신규과제를 다음과 같이 재공모하오니 연구자분들의 많은 관심과 참여 바랍니다.
☞「국가연구개발혁신법」제2조 및 동법 시행령 제2조에서 정하는 기관 및 단체,「기초연구진흥 및 기술개발지원에 관한 법률」제6조 및 제14조에서 정하는 기관 및 단체
※ 자세한 지원대상 공고문 참조
☞ 신규 진입 교수 등을 대상으로 해외 유수 연구소ㆍ대학과의 인력교류 중심 공동연구를 통해 미래 연구주제 발굴 및 글로벌 네트워크 구축 등 지원(연구혁신형, 전략기술형)",기술,한국연구재단,전국,중소기업,중소기업,,,,,,,공동기술개발,2026-07-08,2026-07-27,,온라인 접수(범부처통합연구지원시스템),온라인 접수(범부처통합연구지원시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124548,main,primary,2026년양자정보과학인적기반조성사업리더급연구역량강화전략기술형신규과제공고,한국연구재단,2026-07-08~2026-07-27,기술,공동기술개발
biz,PBLN_000000000124547,[충청권] 2026년 충청북도ㆍ충청권 내일이음 취업박람회 참가기업 모집 공고,"2026년 충청북도와 충청남도, 대전광역시, 세종특별자치시가 공동으로 개최하는 「2026년 충청북도&충청권 내일이음 취업박람회」에 참가할 우수기업을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.
☞ 채용을 희망하는 충북 소재 구인기업, 채용을 희망하는 충청남도, 대전광역시, 세종특별자치시 내 바이오헬스, 미래모빌리티 기업
- 신청대상지에 사업자 등록이 되어있는 기업
- 최저임금 이상 급여, 4대 보험 가입 등 고용관계법령 준수 기업
- 2026년 하반기 채용계획이 있는 상시근로자 5인 이상 기업
☞ 박람회 참가비 전액 무료, 직접채용, 간접채용, 박람회 연계 채용 인센티브 등 지원
- 직접채용 : 면접부스 지원(부스간판, 테이블 및 의자, 인터넷 등)
- 간접채용 : 박람회 행사장 간접채용 게시대 홍보 및 이력서 접수대행
- 박람회 홈페이지 구직자 사전등록 이력서 접수 및 면접일정 예약 지원
※ (바이오헬스ㆍ미래모빌리티 산업) 신규채용 구직자 취업성공금(100만원) 지원 / (반도체산업) 일자리도약 장려금 및 빈일자리 지원금 지급",인력/일자리,충청북도기업진흥원,충청북도,중소기업,중소기업,,,,,,,고용환경개선,2026-07-20,2026-08-28,,온라인접수 (내일이음 취업박람회 홈페이지),온라인접수 (내일이음 취업박람회 홈페이지),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124547,main,primary,충청권2026년충청북도ㆍ충청권내일이음취업박람회참가기업모집공고,충청북도기업진흥원,2026-07-20~2026-08-28,인력,고용환경개선
biz,PBLN_000000000124546,2026년 물류 서비스 지원사업 공고,"온라인 판매 소상공인이 상품을 보다 효율적으로 판매할 수 있도록 보관ㆍ포장ㆍ배송 등 물류 서비스를 지원하는 사업입니다.
☞ 소상공인
☞ (한진) 풀필먼트 서비스, 방문 수거 서비스 지원
- (롯데글로벌로지스) 풀필먼트 서비스 지원
※ 자세한 지원내용 공고문 참조",경영,한국중소벤처기업유통원,전국,소상공인,소상공인,,,,,,,디자인/상품화/사업화,2026-07-20,2026-08-03,,온라인 접수 (판판대로),온라인 접수 (판판대로),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124546,main,primary,2026년물류서비스지원사업공고,한국중소벤처기업유통원,2026-07-20~2026-08-03,경영,디자인/상품화/사업화
biz,PBLN_000000000124545,2026년 경북 그린바이오 벤처 캠퍼스 기업지원 프로그램(고용창출) 수혜기업 모집 공고,"경상북도와 포항시, 포항테크노파크에서는 국내 그린바이오 산업 6대 유망분야 중소벤처기업의 창업ㆍ성장지원을 위해 아래와 같이 고용 창출 지원사업을 공고하오니, 많은 관심과 참여 부탁드립니다.
☞ 「그린바이오산업 육성에 관한 법률」제7조에 근거하여, 그린바이오기업 신고서가 제출 완료된 중소벤처기업(중소기업 기본법 제2조)
- 주 사업장(사업자등록증)이 경북·포항지역이며, 그린바이오 산업 기업이 만 39세 이하의 미취업자를 신규 채용(공고일로부터 3개월 이전까지 포함)
※ 자세한 지원대상 공고문 참조
☞ 기업당 최대 800만원 지원
- 경북ㆍ포항지역의 그린바이오 산업 전문인력의 신규 일자리 창출 지원",인력/일자리,포항테크노파크,경상북도,창업벤처,초기창업기업,,,,,,,고용유지,상시 접수,,,온라인 접수 (포항테크노파크),온라인 접수 (포항테크노파크),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124545,main,primary,2026년경북그린바이오벤처캠퍼스기업지원프로그램고용창출수혜기업모집공고,포항테크노파크,상시 접수~,인력,고용유지
biz,PBLN_000000000124544,글로벌 B2B 한국식품관 입점기업 수시 모집 공고,"한국농수산식품유통공사(aT)에서는 우리 중소 농식품기업의 수출 활성화를 위해 글로벌 온라인 B2B 입점지원사업을 추진할 예정이니 참가를 희망하는 농식품 기업의 많은 신청 바랍니다.
☞ 온라인 B2B 수출을 희망하는 농식품 수출업체
※ 지원제외 : ① 펫푸드 관련 기업 ② 수산식품 관련 기업
☞ 입점, 수출마케팅, 바이어매칭, 교육 지원
- 입점지원 : 글로벌 B2B 플랫폼(알리바바닷컴, 글로벌소시스 등) 내 제품 입점 지원(업체당 상품 등록 5개 제한)
- 수출 마케팅 : 온라인 수출 마케팅 지원(상품별 키워드ㆍ검색광고 등 통합 마케팅 지원)
- 바이어 매칭 : 한국식품관 내 입점 품목 대상 해외 유력 바이어 적극 매칭(업체별 바이어 Inquiry, RFQ(Request for Quotation) 거래제의서 작성 지원)
- 교육 지원 : 입점 업체 대상 단계별 B2B 마케팅 교육 필수 참여(2회 이상)",판로/수출,한국농수산식품유통공사,전국,중소기업,중소기업,,,,,,,해외진출,선착순 접수,,,온라인 접수 (수출종합지원시스템),온라인 접수 (수출종합지원시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124544,main,primary,글로벌b2b한국식품관입점기업수시모집공고,한국농수산식품유통공사,선착순 접수~,수출,해외진출
