source,source_id,title,summary,s_category,provider,region,target_group,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
biz,PBLN_000000000121401,[강원] 2026년 도내기업 우수제품 페어링 개발 지원사원 참가기업 모집 공고,"<p>도내 우수기업 간 협업을 통해 페어링 제품 개발 및 그에 따른 실수출용 상품화 지원을 위한「도내 우수제품 페어링 개발 지원」사업에 참가할 기업을 아래와 같이 모집하오니, 참가를 희망 하시는 도내 기업의 많은 관심과 참여를 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 도내 소재(본사 또는 공장) 수출 중소ㆍ제조기업</p><p style=""line-height: 1.8;"">- 도내 우수제품 간 상호 페어링을 통한 패키지 상품 개발 희망 업체</p><p><br></p><p>☞ 도내 제품 간 페어링 기획, 패키징 디자인, 시제품 등 제작 지원, 해외바이어 대상 현지 시장성 평가를 통해 실수출을 위한 마케팅 지원</p>",경영,강원특별자치도경제진흥원,강원특별자치도,중소기업,,,,,,,디자인/상품화/사업화,2026-04-22,2026-05-20,,온라인 접수(수출기업서포트),온라인 접수(수출기업서포트),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121401,main,primary,강원2026년도내기업우수제품페어링개발지원사원참가기업모집공고,강원특별자치도경제진흥원,2026-04-22~2026-05-20,경영,디자인/상품화/사업화
biz,PBLN_000000000121400,[강원] 2026년 수출 스타기업 육성 지원사업 참가기업 모집 공고,"<p>도내 중소기업 대상 제품 및 수출경쟁력을 보유하고 있는 기업 발굴을 통해 글로벌 수출기업으로 도약시키기 위한「2026 강원 수출 스타기업 육성사업」참가할 기업을 아래와 같이 모집하오니, 참가를 희망 하시는 도내 기업의 많은 관심과 참여를 바랍니다.</p><p><br></p><p>☞ 도내 소재(본사 또는 공장) 수출 중소ㆍ제조기업</p><div><br></div><p>☞ 기업 수요 맞춤형 마케팅, 목표 수출실적 달성, 참가기업 3년 졸업제도 등 지원 </p>",판로/수출,강원특별자치도경제진흥원,강원특별자치도,중소기업,,,,,,,해외진출준비,2026-04-23,2026-05-22,,온라인 접수(수출기업서포트),온라인 접수(수출기업서포트),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121400,main,primary,강원2026년수출스타기업육성지원사업참가기업모집공고,강원특별자치도경제진흥원,2026-04-23~2026-05-22,수출,해외진출준비
biz,PBLN_000000000121399,[경기] 2026년 소공인 자생력 강화사업 모집 공고,"<p>경기도와 경기도시장상권진흥원은 성장 잠재력을 가지고 전문기술 또는 우수 아이템을 보유하고, 발전시키고자 하는 소공인에게 체계적인 지원을 위해 「소공인 자생력 강화사업」 참가자를 모집하오니 많은 관심과 참여 바랍니다. </p><p><br></p><p style=""line-height: 1.8;"">☞ 아래 두 가지 요건에 모두 해당 할 것</p><p style=""line-height: 1.8;"">- 공고일 현재 경기도 내 사업을 영위하고 있는 소공인</p><p style=""line-height: 1.8;"">- 본점 및 사업장이 12개 시군인 용인시, 화성시, 안산시, 시흥시, 파주시, 양주시, 군포시, 안성시, 양평군, 여주시, 가평군, 연천군에 소재할 것</p><p><br></p><p style=""line-height: 1.8;"">☞ 제품개발, 홍보ㆍ마케팅, 지식재산권, 작업환경개선, 스마트공정, 해외 판로 지원</p><p style=""line-height: 1.8;"">※ 지역별 지원분야 상이 공고문 참조</p>",경영,경기도시장상권진흥원,경기도,소상공인,,,,,,,디자인/상품화/사업화,2026-05-01,2026-05-15,,온라인 접수(경기바로),온라인 접수(경기바로),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121399,main,primary,경기2026년소공인자생력강화사업모집공고,경기도시장상권진흥원,2026-05-01~2026-05-15,경영,디자인/상품화/사업화
biz,PBLN_000000000121398,[강원] 2026년 해외바이어 초청 통합 수출상담회 참가기업 모집 공고,"<p>도내 수출 중소기업의 해외시장 진출 및 수출 상담의 기회를 제공하기 위해 추진하는「2026 해외바이어 초청 통합 수출상담회」의 참가기업 아래와 같이 모집하오니, 관심 있으신 기업분들의 많은 참여를 바랍니다.</p><p><br></p><p>☞ 도내 소재(본사 또는 공장) 중소ㆍ제조기업</p><p><br></p><p>☞ 바이어 발굴 및 상담 매칭, 통역, 수출상담 등 지원</p>",판로/수출,강원특별자치도경제진흥원,강원특별자치도,중소기업,,,,,,,해외진출준비,2026-04-23,2026-05-29,,온라인 접수(수출기업서포트),온라인 접수(수출기업서포트),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121398,main,primary,강원2026년해외바이어초청통합수출상담회참가기업모집공고,강원특별자치도경제진흥원,2026-04-23~2026-05-29,수출,해외진출준비
biz,PBLN_000000000121397,[강원] 2026년 바이오기업 애로해소 인허가 컨설팅 지원기업 상시모집 공고,"<p>춘천바이오산업진흥원에서는 도내 바이오ㆍ의료기기ㆍ체외진단 기업의 인허가 획득을 체계적으로 지원하여 제품 상용화를 촉진하고 시장 진입 소요기간 단축을 통해 기업의 실질적 매출 창출 기반을 마련하고자, 「2026년 강원 바이오기업 애로해소 지원사업」의 인허가 컨설팅 지원기업을 다음과 같이 추가 모집하오니, 해당 프로그램 참여를 희망하는 강원지역 기업의 많은 신청 바랍니다.</p><p><br></p><p>☞ 강원특별자치도 도내 바이오ㆍ의료기기ㆍ체외진단 기업</p><p><br></p><p>☞ 인허가 컨설팅 및 임상시험지원</p>",경영,춘천바이오산업진흥원,강원특별자치도,중소기업,,,,,,,컨설팅,예산 소진시까지,,,이메일 접수 (smkim@cbf.or.kr),이메일 접수 (smkim@cbf.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121397,main,primary,강원2026년바이오기업애로해소인허가컨설팅지원기업상시모집공고,춘천바이오산업진흥원,예산 소진시까지~,경영,컨설팅
biz,PBLN_000000000121396,2026년 충북바이오산학융합원 K-바이오헬스 지역센터 지원기업 모집 추가 공고,"<p>충북 바이오헬스 클러스터 인프라 활용 및 병원과의 연계를 통해 지역 기반창업기업 육성 및 성장을 지원하는 2026년도 「K-바이오헬스 지역센터 지원사업」의 지원기업 모집을 다음과 같이 추가 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 충청북도 내 바이오헬스 분야 본사, 지사, 공장 또는 주소지를 보유한 10년 미만 중소ㆍ벤처기업</p><p style=""line-height: 1.8;"">※ 예비창업자의 경우, 지원사업 선정 후 3개월 이내 창업 증빙서류 제출必</p><p style=""line-height: 1.8;"">※ 타 지역 기업의 경우, 지원사업 선정 후 1개월 이내 주소 이전必</p><p><br></p><p style=""line-height: 1.8;"">☞ 인프라(입주, 장비활용, 시험분석), 병원연계(임상시험), 클러스터 간 연계협력(네트워크) 지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",창업,충북바이오산학융합원,충청북도,창업벤처,,,,,,,사업화지원,2026-04-24,2026-05-06,,"우편, 방문, 이메일 접수
※ 원본(우편/방문)과 사본(이메일) 둘 다 제출
- 접수처 : (28160)충북 청주시 흥덕구 오송읍 오송생명1로 194-25, 101호(K-바이오헬스지역센터)
- 이메일 : biotion@cbio.or.kr","우편, 방문, 이메일 접수
※ 원본(우편/방문)과 사본(이메일) 둘 다 제출
- 접수처 : (28160)충북 청주시 흥덕구 오송읍 오송생명1로 194-25, 101호(K-바이오헬스지역센터)
- 이메일 : biotion@cbio.or.kr",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121396,main,primary,2026년충북바이오산학융합원k바이오헬스지역센터지원기업모집추가공고,충북바이오산학융합원,2026-04-24~2026-05-06,창업,사업화지원
biz,PBLN_000000000121395,[경북] 영덕군 2026년 기업고도화 지원사업 모집 공고(강구항 로컬 이노베이션사업),"<p>경북창조경제혁신센터에서는 경북 영덕군을 거점으로 활동하는 기업들의 경쟁력 강화를 위한 영덕 기업고도화 지원사업에 참여할 기업을 아래와 같이 모집합니다.</p><p><br></p><p>☞ 영덕군을 본점으로 하는 지역 기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 사업화, 교육, 박람회 지원</p><p style=""line-height: 1.8;"">- (사업화) 기업고도화 지원비 기업당 최대 4,000천원 이내, 우수기업 선정 후 전문가 매칭을 통한 1:1 진단 및 실행 컨설팅 병행 지원</p><p style=""line-height: 1.8;"">- (교육) 선정기업 대상 오리엔테이션 및 역량강화교육, 창업 스케일업 교육 지원</p><p style=""line-height: 1.8;"">- 선정기업 중 우수기업 대상 박람회 참가 지원</p>",경영,경북창조경제혁신센터,경상북도,중소기업,,,,,,,디자인/상품화/사업화,2026-04-24,2026-05-10,,온라인 접수 (구글폼),온라인 접수 (구글폼),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121395,main,primary,경북영덕군2026년기업고도화지원사업모집공고강구항로컬이노베이션사업,경북창조경제혁신센터,2026-04-24~2026-05-10,경영,디자인/상품화/사업화
biz,PBLN_000000000121394,[경남] 진주시ㆍ사천시 2026년 우주항공용 세라믹섬유 융복합 소재 활용 사업화지원사업(3차연도) 시행 공고,"<p>한국세라믹기술원에서 수행하고 있는 우주항공용 세라믹섬유 융복합 소재 활용 사업화지원사업 (3차년도)의 수혜기업을 아래와 같이 모집하오니 많은 참여바랍니다.</p><p><br></p><p>☞ 경남 진주, 사천 소재 항공우주분야 세라믹융복합재 관련 기업 </p><p><br></p><p>☞ 세라믹섬유융복합 소재를 활용한 우주항공용 시제품 제작(장비활용 포함) 및 상용화(사업화 컨설팅 등) 지원 </p>",기술,한국세라믹기술원,경상남도,중소기업,,,,,,,기술사업화/이전/지도,2026-04-21,2026-05-12,,이메일 접수 (ymchoi@kicet.re.kr),이메일 접수 (ymchoi@kicet.re.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121394,main,primary,경남진주시ㆍ사천시2026년우주항공용세라믹섬유융복합소재활용사업화지원사업3차연도시행공고,한국세라믹기술원,2026-04-21~2026-05-12,기술,기술사업화/이전/지도
biz,PBLN_000000000121393,[충북] 2026년 수요자 맞춤형 마케팅 통합 지원사업 참여기업 추가모집 공고,"<p>충청북도와 충북바이오산학융합원은 충북의 화장품기업 브랜드 인지도 및 수출 경쟁력 강화를 위해 다음과 같이 「수요자 맞춤형 마케팅 통합 지원사업」참여를 충청북도가 적극지원(도비100%) 하오니, 도내 기업의 많은 관심과 참여를 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 도내 화장품 제조업 또는 화장품책임판매업 등록 기업 중 해외시장 진출 예정 기업</p><p style=""line-height: 1.8;"">※ (공고일 기준) 화장품 제조업, 화장품 책임판매업 식약처 등록 중소기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 해외시장 진출 전략기획 수립지원(컨설팅), 글로벌 마케팅 영상 콘텐츠 제작지원, 해외 온라인 플랫폼 광고 지원</p><p style=""line-height: 1.8;"">- 기업별 1,600만원 이내 지원</p>",판로/수출,충북바이오산학융합원,충청북도,중소기업,,,,,,,해외진출준비,2026-04-24,2026-05-07,,"우편, 이메일 접수
※ 우편(원본)과 이메일(사본) 둘 다 제출
- 접수처 : (28160) 충북 청주시 흥덕구 오송읍 오송생명1로 194-25, 101호
- 이메일 : hwmun@cbio.or.kr","우편, 이메일 접수
※ 우편(원본)과 이메일(사본) 둘 다 제출
- 접수처 : (28160) 충북 청주시 흥덕구 오송읍 오송생명1로 194-25, 101호
- 이메일 : hwmun@cbio.or.kr",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121393,main,primary,충북2026년수요자맞춤형마케팅통합지원사업참여기업추가모집공고,충북바이오산학융합원,2026-04-24~2026-05-07,수출,해외진출준비
biz,PBLN_000000000121392,[충북] 2026년 2차 식품근로자 및 기업 고용안정 지원사업 모집 공고(지역상생형 일터혁신 프로젝트),"<p>고용노동부, 충청북도, 충주시, 제천시, 보은군, 옥천군, 증평군, 진천군, 괴산군, 음성군, 충청북도기업진흥원은 도내 식품제조기업의 인력난 해소와 경쟁력 강화를 위해 「2026 충북식품 근로자 및 기업 고용안정 지원사업」참여 기업을 다음과 같이 모집합니다.</p><p><br></p><p>☞ 충주시, 제천시, 보은군, 옥천군, 증평군, 진천군, 괴산군, 음성군 소재 고용보험법상 5인 이상 ""우선지원 대상"" 식품 제조 기업</p><p><br></p><p>☞ 중장년 신규채용 및 계속고용 장려금(기업) 채용 1명당 최대 300만원 지원</p>",인력/일자리,충청북도기업진흥원,충청북도,중소기업,,,,,,,고용환경개선,예산 소진시까지,,,"온라인 및 이메일 접수
- 온라인 : 충북 일자리과제관리시스템
- 이메일 : cba9779@naver.com
※ 접수 후 반드시 유선 확인, 미확인으로 인하여 발생하는 불이익은 책임지지 않음
※ 파일명 : 26 충북식품 근로자-기업 고용안정 지원사업 신청서(기업명)
※ 서류를 순서대로 스캔하여 1개의 PDF 파일로 취합하여 제출","온라인 및 이메일 접수
- 온라인 : 충북 일자리과제관리시스템
- 이메일 : cba9779@naver.com
※ 접수 후 반드시 유선 확인, 미확인으로 인하여 발생하는 불이익은 책임지지 않음
※ 파일명 : 26 충북식품 근로자-기업 고용안정 지원사업 신청서(기업명)
※ 서류를 순서대로 스캔하여 1개의 PDF 파일로 취합하여 제출",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121392,main,primary,충북2026년2차식품근로자및기업고용안정지원사업모집공고지역상생형일터혁신프로젝트,충청북도기업진흥원,예산 소진시까지~,인력,고용환경개선
